id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1182544,"Designer ""Treehouse"" Retreat",6469089,Jeff,,78731,30.32733,-97.75976,Entire home/apt,105,28,138,2019-04-20,2.00,1,64
1195493,Lovely ensuite in East downtown Austin!,1927941,Nicky,,78702,30.27671,-97.71656,Private room,53,4,131,2019-05-05,2.21,1,78
1197928,"PERFECT FOR ACL  3 bedroom, 2 bath, 2 living rooms",6458257,Marty,,78745,30.21728,-97.79814,Entire home/apt,250,2,0,,,1,0
1206474,Upscale Minutes From Downtown/UT,6590859,Susan,,78722,30.29266,-97.71242,Private room,100,1,89,2019-05-04,1.27,1,333
1213690,Enjoy Live Music & BBQ from an East Downtown Bungalow,2436512,Crystal,,78702,30.25869,-97.72265,Entire home/apt,300,1,381,2019-05-03,5.35,8,309
1221209,The Shire - Small Bedroom -East Downtown Austin,5438095,Mathew,,78702,30.26087,-97.70686,Private room,40,1,110,2019-03-14,1.61,3,0
1232107,Eclectic Austin Cottage,6412093,Paige And Ron,,78734,30.38039,-97.96191,Entire home/apt,229,2,59,2019-04-19,0.84,2,340
1233342,Great Cottage Next to Downtown,997756,Christina,,78704,30.25634,-97.75451,Entire home/apt,250,30,0,,,1,88
1236371,Zilker Barn a Central Austin Retreat,4893298,Mary,,78704,30.25096,-97.76978,Entire home/apt,297,2,115,2019-03-28,1.67,4,197
1242559,Harmony House - Central Austin,582827,Troy,,78756,30.32085,-97.74909,Entire home/apt,139,30,9,2017-10-09,0.13,2,166
1248702,Private Above Garage Apt in Central Austin!,5446383,Chris,,78756,30.31499,-97.73979,Entire home/apt,98,2,231,2019-04-21,3.30,1,245
1255816,Trendy Travis Heights Flat,427519,Anne,,78704,30.24304,-97.74149,Entire home/apt,111,1,369,2019-05-11,5.18,1,325
1264454,Spacious Guest House in Prime Location,5549451,S&A,,78746,30.26256,-97.80625,Entire home/apt,149,1,104,2019-05-05,2.53,1,76
1267100,Spacious Family Vacation Compound in Zilker with Two Houses,4893298,Mary,,78704,30.2504,-97.76793,Entire home/apt,795,3,25,2019-04-28,0.40,4,180
1272687,Xeroscaped Sanctuary/ Private Room on the East,6926913,Kristine,,78723,30.29052,-97.67416,Private room,150,2,0,,,1,365
1278532,Modern Cottage Close to Bars and Live Music,2436512,Crystal,,78702,30.2557,-97.72447,Entire home/apt,80,1,481,2019-05-06,6.82,8,255
1283113,HEART OF AUSTIN - 6th Street Home,5722891,Top Trip Rentals,,78701,30.26645,-97.73816,Entire home/apt,1095,1,46,2019-04-29,0.80,1,237
1287283,Hill Country 3BR Villa with Grand Views,7000890,TurnKey Vacation Rentals,,78731,30.37432,-97.77602,Entire home/apt,462,2,65,2019-05-06,0.92,1,304
1288917,Cozy 3/1 w/ large backyard for ACL ,7009897,Angie & James,,78745,30.22136,-97.78713,Entire home/apt,200,1,0,,,1,365
1296548,30+ Days Vacation Home w/ Jacuzzi,4035731,Matt & Amy,,78723,30.2916,-97.68569,Entire home/apt,89,28,7,2018-11-17,0.14,1,181
1299750,Canyon and Lake Austin Views,7066947,Leslie,,78734,30.37166,-97.91677,Private room,79,1,34,2019-05-05,2.49,1,62
1305257,Comfy Private Guest Room,7096463,Robin And Mike,,78704,30.24501,-97.76073,Private room,89,1,158,2019-05-13,2.49,2,322
1305261,South Austin Cool and Comfy Home,7096463,Robin And Mike,,78704,30.24676,-97.76142,Entire home/apt,399,3,10,2019-03-17,0.18,2,221
1317291,SunnyPrivate Spacious Flat wParking,1742462,Jacob,,78702,30.25279,-97.71782,Entire home/apt,59,30,137,2017-04-01,1.97,1,0
1321453,Private room in ATX,7090261,Brendan,,78741,30.2281,-97.72656,Private room,234,1,0,,,1,365
1327668,Spacious  Sunny Garden Oasis,739362,Barbara,,78757,30.33855,-97.74428,Private room,69,2,189,2019-01-15,2.73,6,0
1342654,The Best of Austin Right Outside of Your Door.,7281438,Lawrence,,78704,30.26035,-97.75322,Entire home/apt,119,2,121,2019-04-29,1.78,2,243
1343707,"Space, Silence, and Sophistication in Woods Near Downtown",7284062,Anita,,78746,30.31268,-97.80034,Entire home/apt,835,2,50,2019-05-09,1.30,2,336
1347029,"South Austin ranch house, great neighborhood",1260181,Kelly,,78745,30.2263,-97.79029,Entire home/apt,120,2,20,2019-04-21,1.67,2,308
1347317,"WOW Nirvana - Hot Tub, Bars, Sound System, Brewery",1739801,Terry,,78702,30.2599,-97.71482,Entire home/apt,889,1,165,2019-05-12,2.38,28,311
1348670,"Private room in cozy house, minutes from downtown",1260181,Kelly,,78745,30.22155,-97.78815,Private room,60,2,22,2018-10-12,0.32,2,220
1349780,"4BR Hill Country Home SXSW, ACL, F1",7323557,Katie,,78735,30.25314,-97.83253,Entire home/apt,499,2,36,2019-05-05,0.53,1,358
1369433,Cute 3/2 in Zilker,6333125,Cheasty,,78704,30.25751,-97.76552,Entire home/apt,750,2,9,2017-10-15,0.13,1,365
1388265,CHA CHA CHA!,739362,Barbara,,78757,30.33674,-97.74377,Entire home/apt,375,3,89,2019-05-05,1.42,6,236
1391406,Renovated Master Bedroom w/ Private Bath!,207976,Mark,,78741,30.21993,-97.7247,Private room,79,2,28,2019-03-17,0.55,1,362
1397983,"2/1, private, palms and cacti",7547072,Kathleen,,78704,30.25001,-97.79314,Entire home/apt,150,2,7,2019-05-04,0.13,1,357
1398635,The Crow cottage near UT & downtown-most walkable,7386854,Lindsey,,78705,30.30037,-97.74338,Entire home/apt,90,1,264,2019-05-13,3.85,1,295
1401705,! Private Austin Room 6 miles to Downtown,7567467,Chalu,,78752,30.32581,-97.68252,Private room,35,1,218,2019-04-30,3.11,7,73
1402358,Arnor - Large Room in East Downtown Austin,5438095,Mathew,,78702,30.26304,-97.70693,Private room,61,1,135,2019-05-06,1.95,3,333
1417524,Master Suite in heart of Austin!,7637276,Steven,,78704,30.25142,-97.76362,Private room,127,1,47,2017-08-10,0.67,2,0
1425971,Luxury South Congress Home W/ Pool!,7659354,Amy,,78704,30.2455,-97.73573,Entire home/apt,950,2,23,2019-03-10,0.37,1,360
1428582,█ Single Malt Manor | Downtown Austin,814883,Kristen,,78702,30.26534,-97.73108,Entire home/apt,200,2,151,2019-04-21,2.69,12,273
1456594,Licensed Downtown 3bed/2bth! WalkScore 99+Parking!,5761073,Vannak And Veronica (V2),,78701,30.26583,-97.74124,Entire home/apt,265,2,123,2019-04-15,1.84,2,101
1458379,The Zilker Hayloft - Guesthouse,4893298,Mary,,78704,30.25024,-97.76842,Entire home/apt,155,2,63,2019-04-11,0.90,4,13
1461266,Spacious Hyde Park Guest House,578211,Pete,,78751,30.30226,-97.72869,Entire home/apt,119,5,38,2019-03-13,0.55,9,339
1462311,The SoCo Cottage-South Congress,740347,Chris,,78704,30.24705,-97.75555,Entire home/apt,135,1,665,2019-05-13,9.84,1,284
1462557,Cozy Allendale Apartment Hideaway,7838294,Sara,,78757,30.34135,-97.74461,Entire home/apt,80,2,123,2019-05-12,1.78,1,334
1466245,Super cute & really private suite.,1825160,Cole,,78704,30.226,-97.76374,Entire home/apt,120,2,97,2019-05-12,1.92,1,353
1484462,Private and Sunny Zilker Cottage,7857883,Steve,,78704,30.25231,-97.77757,Entire home/apt,79,2,251,2019-05-12,3.82,1,14
1499714,Cenote Studio right downtown,8014187,Shannon,,78702,30.2602,-97.73269,Entire home/apt,114,1,324,2019-05-03,4.67,2,286
1502213,Light-filled Loft near SoCo for Multi-Month lease,8026447,Peter,,78704,30.22718,-97.76455,Entire home/apt,55,30,1,2016-09-29,0.03,1,249
1507941,Guest House Manor Rd Austin SXSW,8054740,Christopher,,78722,30.28688,-97.71465,Entire home/apt,139,2,126,2019-04-16,1.96,1,40
1511053,Twin XL Size Casper Bed,8070220,Cody,,78705,30.30047,-97.73676,Shared room,29,2,137,2019-04-30,2.02,1,145
1520504,Charming Zilker/Barton Hills 2BD,1726059,Austin,,78704,30.24392,-97.78608,Entire home/apt,99,2,44,2019-04-13,0.71,6,11
1520607,Bed & Breakfast 3 miles  2 downtown,7954095,Anup,,78741,30.22534,-97.69402,Private room,65,2,45,2017-10-23,0.67,4,0
1525103,The Mellow Yellow #2 - 78704 - SOLA,1488733,Brooke,,78704,30.24989,-97.77807,Entire home/apt,140,2,65,2018-11-23,0.95,34,9
1535250,Cute apartment in central Austin!!,8187341,Natalya,,78756,30.32725,-97.73824,Entire home/apt,89,2,110,2019-04-08,1.59,3,261
1542596,SXSW - AMAZING LOCATION,8221829,Dan,,78704,30.25664,-97.76578,Private room,500,1,0,,,1,365
1542779,!!! Private Room - 10 mins to Downtown,7567467,Chalu,,78752,30.32783,-97.68323,Private room,40,1,178,2019-05-05,2.56,7,86
1551163,eastside charm by the lake,5648290,Mike,,78702,30.25164,-97.71512,Entire home/apt,285,1,3,2017-10-22,0.10,1,0
1561778,"Austin Northwest Hills Townhouse,",7281978,Joan,,78759,30.3705,-97.74549,Entire home/apt,350,30,3,2015-08-16,0.06,1,365
1570491,The Argyle Suite/Loft on 4th Street,4929310,Ryan,,78701,30.2649,-97.74244,Entire home/apt,179,1,152,2019-04-18,2.24,25,305
1574364,Central remodel Mid century modern,426804,Anthony,,78704,30.25354,-97.79289,Entire home/apt,350,3,5,2017-04-27,0.08,1,0
1574481,PERFECT SXSW 2/2 HOME! WALK TO MOST EVENTS!,8368983,Albert & Meg,,78702,30.2552,-97.73587,Entire home/apt,400,3,21,2019-03-15,0.33,1,173
1576290,Private room with private bath kitc,8223285,Ronald,,78748,30.18933,-97.82398,Private room,115,1,0,,,1,365
1577342,"Cozy, bright lofted studio",8384474,Erin,,78702,30.27977,-97.71377,Entire home/apt,105,2,244,2019-04-28,3.78,1,66
1578787,SXSW DEAL Rustic Downtown Cottage ,8395205,Andrew,,78702,30.27533,-97.72979,Entire home/apt,425,1,1,2014-03-12,0.02,1,365
1579405,Enjoy City Life in Casa Moderna Boutique House A,8402421,Andy,,78702,30.28135,-97.70884,Entire home/apt,252,3,134,2019-05-13,1.98,2,222
1586879,Cute Studio Near SXSW,6591320,Mary-Margaret,,78704,30.23821,-97.78667,Entire home/apt,175,1,0,,,1,0
1588655,"Swim, Sun and Relax in this Bali-inspired Artist's Loft House in Austin",3264154,Sharon,,78745,30.22512,-97.80709,Entire home/apt,950,3,52,2019-04-27,0.94,2,286
1592065,"Modern 3-Story, Pool, Garden Living",8289500,Desirae,,78704,30.24758,-97.76276,Entire home/apt,275,3,59,2019-02-21,0.87,1,208
1593451,South Lamar Zilker Cottage,8495321,Rebecca,,78704,30.24736,-97.77576,Entire home/apt,99,2,161,2019-05-04,2.50,1,157
1593744,ACL & Barton Springs Haven!!,1409844,Lakshmi,,78704,30.24808,-97.77569,Entire home/apt,150,2,4,2014-10-14,0.06,1,0
1594441,Little Longhorn - Walk to UT/Bass Hall/ St. Davids,5138696,Jodi,,78705,30.28738,-97.7248,Entire home/apt,169,2,11,2019-04-29,0.23,1,215
1596096,"Diamond Star Suites, Steps to South Congress",8510754,Heart,,78704,30.24672,-97.74875,Entire home/apt,150,1,95,2019-05-11,1.61,4,8
1599035,Relax by the Pool & Spa at This Fun SoCo Oasis with Casita,172182,Brian & Leah,,78704,30.23937,-97.75721,Entire home/apt,488,1,161,2019-05-04,2.34,3,185
1601874,Huge Room Near Downtown Austin SXSW,8536475,Rosewood,,78702,30.27082,-97.72673,Private room,199,2,9,2019-03-14,0.19,1,0
1608994,Modern 2BR in Historic Hyde Park,578211,Pete,,78751,30.30222,-97.7287,Entire home/apt,159,5,48,2019-05-13,0.70,9,350
1612438,South Congress Dream House,8584307,Nellie,,78704,30.25143,-97.75016,Entire home/apt,235,2,21,2019-05-12,0.32,1,205
1613733,Modern 2BD House w/ Deck,377254,Sam,,78702,30.27075,-97.71549,Entire home/apt,199,1,145,2019-04-28,2.22,1,330
1618270,Peaceful Home in Tarrytown,411520,Melissa,,78703,30.2966,-97.76174,Entire home/apt,500,3,2,2018-03-21,0.06,1,362
1618754,Private room in Northwest Hills,8612372,Martha,,78731,30.36539,-97.75179,Private room,100,1,8,2018-10-28,0.12,1,365
1622688,Elwood Studio,8629496,Sara,,78722,30.30336,-97.71275,Entire home/apt,70,2,138,2019-04-29,2.01,1,69
1623007,Lovely 4/2 House Blocks to Downtown,8463840,Lawrence,,78702,30.2592,-97.73446,Entire home/apt,395,2,119,2019-05-06,2.06,1,296
1623582,Tropical Bungalow in Central Austin,2672219,Stephen&Ramona,,78757,30.34246,-97.73028,Entire home/apt,331,3,2,2018-12-27,0.35,1,168
1627417,Hamilton Pool Road Guest House,1514891,Nell,,78738,30.30878,-97.98471,Entire home/apt,130,2,83,2019-04-28,1.32,1,207
1635453,MidCentury Happiness,8686465,Rene & Thomas,,78745,30.21933,-97.7743,Private room,50,1,165,2019-04-28,2.60,4,67
1640231,"East Austin Cozy Getaway-walk to food, bars &trail",8708918,Jamie And Aja,,78702,30.2488,-97.72462,Entire home/apt,99,3,153,2019-05-07,2.24,1,313
1640348,New East Austin Modern Home ,8709579,Emily,,78702,30.26234,-97.71451,Entire home/apt,1999,3,0,,,1,365
1641751,Bicycle bnb in South Central Austin,8716539,Eric & Erin,,78704,30.24329,-97.7657,Entire home/apt,82,2,240,2019-05-07,3.52,1,351
1644888,Private Room in Austin,8729215,Pete,,78744,30.19631,-97.73315,Private room,130,1,0,,,1,365
1645518,The Curly J - hilltop mini-ranch!,8732670,Diane And Gary,,78737,30.21277,-97.96575,Entire home/apt,165,2,134,2019-04-28,1.97,1,56
1646670,"5 mins to Downtown! Walk to bars/restaurants, lake",7577297,Michael,,78703,30.2812,-97.76822,Entire home/apt,695,2,35,2019-04-28,0.53,1,343
1649463,SXSW !!!  - Beautiful Westlake/Rollingwood Home,6659104,Tiffany,,78746,30.27879,-97.80062,Entire home/apt,1650,5,0,,,1,255
1654316,75% off July - Elegant Home in Hipsterville,8771676,Julia,,78702,30.26849,-97.72394,Entire home/apt,275,2,21,2019-04-15,0.31,1,271
1659722,"Treetop Bedroom, 12 min from DT, behind preserve",5190127,Anais,,78731,30.34087,-97.77288,Private room,150,1,2,2017-03-14,0.04,1,0
1664692,Central Austin Luxury Loft - Completely Private,8816698,Michelle,,78703,30.28869,-97.75762,Private room,150,2,116,2019-04-20,1.70,1,174
1668169,Charming Clarksville Apartment,8833810,Aaron,,78703,30.27522,-97.75605,Entire home/apt,650,5,0,,,1,0
1668551,SOCO House w/ Private Outdoor Space,2492382,Samuel,,78704,30.24102,-97.74939,Entire home/apt,450,1,1,2014-03-12,0.02,1,365
1672225,Historic home in North Loop area,8852403,Shelley,,78751,30.31907,-97.72064,Entire home/apt,253,30,16,2019-03-23,0.24,1,254
1673142,Mid-Century Modern Retreat Neighboring Downtown,6253447,Karen,,78746,30.27708,-97.7901,Entire home/apt,1600,3,18,2019-03-18,0.29,1,161
1673168,Chic Urban Homestead - Central - 3br/2.5ba,1488733,Brooke,,78704,30.23836,-97.76238,Entire home/apt,300,1,111,2019-04-29,1.97,34,257
1677516,Delightful Hill Country Casetta,8874960,Tatiana,,78734,30.37691,-97.91755,Private room,45,1,16,2017-05-24,0.48,1,0
1681072,Cool Off in the Pool at This Zilker Park Oasis,7982442,Chris And Vanessa,,78704,30.25875,-97.77284,Entire home/apt,750,2,56,2019-04-23,1.11,1,280
1682835,Stunning home perfect for ACL or F1,8898766,Wendy,,78704,30.25494,-97.77152,Entire home/apt,1250,3,0,,,1,365
1683574,1940's Hyde Park Bungalow,578211,Pete,,78751,30.3022,-97.72784,Entire home/apt,159,5,37,2019-05-04,1.13,9,326
1683591,Macs off SoCo Abode,4689326,Heather,,78704,30.25246,-97.74823,Entire home/apt,382,1,185,2019-01-20,2.76,2,0
1698089,Downtown Austin 1 bedroom Condo,8967238,Heidi,,78701,30.26904,-97.74701,Entire home/apt,175,30,38,2019-02-28,0.58,1,296
1699415,ZIlker Park 1/1,8973365,Inger,,78704,30.25895,-97.77375,Entire home/apt,125,2,49,2019-03-12,0.86,1,230
1702743,Central East Bungalow -1.3 Miles to UT-Manor Rd,425706,Robert,,78722,30.28282,-97.70824,Entire home/apt,125,30,10,2019-02-28,0.15,6,361
1703081,North Austin house with a pool and hot tub,734034,Stacy M,,78727,30.42674,-97.71846,Private room,250,1,0,,,1,365
1703216,Curl up in the Window Seat at a Colorful Modern Treehouse,1232812,Brian And Meredith,,78704,30.2561,-97.76681,Entire home/apt,149,3,120,2019-03-16,1.78,1,73
1703893,38 1/2 st-Private room (queen bed),3769063,Ashley,,78722,30.29414,-97.71802,Private room,59,2,154,2019-04-29,2.26,1,79
1704436,Travis Heights Gem,8428581,Brunson,,78704,30.24829,-97.74656,Entire home/apt,175,2,98,2019-05-12,1.46,1,342
1704476,Huge rental 10 min to everything!,5685651,Douglas,,78754,30.37627,-97.65423,Private room,175,1,0,,,1,365
1704832,sweet light & art-filled bungalow!,175669,Rachel,,78704,30.24425,-97.77762,Entire home/apt,250,2,15,2019-04-14,0.24,2,359
1706466,Bus Downtown And Walk to SoCo (REAL BED),9005567,Lori,,78704,30.23771,-97.74826,Private room,65,4,11,2017-03-27,0.28,3,61
1708424,South Congress Farmhouse Compound,2293378,Kc,,78704,30.24717,-97.74959,Entire home/apt,2000,7,3,2017-10-08,0.08,4,133
1712329,Cozy Apartment on S. Mopac Expy,9031314,Dylan,,78749,30.23127,-97.82364,Entire home/apt,300,1,0,,,1,365
1717090,DOWNTOWN  • FABULOUS THREE STORY TOWNHOUSE,9053200,Linda,,78703,30.27691,-97.75292,Entire home/apt,195,3,33,2019-04-20,0.49,1,348
1717810,Bohemian Fantasy,9056711,Jacob,,78722,30.28732,-97.71165,Entire home/apt,550,1,14,2014-06-13,0.22,1,365
1720604,Wonderful ATX Summer Vacay Home!,9035884,Elissa,,78746,30.26871,-97.80186,Entire home/apt,499,2,32,2018-10-21,0.51,1,285
1722283,Private Retreat for SXSW,9079177,Ashley,,78745,30.2073,-97.83261,Private room,165,2,0,,,3,365
1722473,Room in the Domain,9080267,John,,78758,30.39832,-97.72274,Private room,100,1,0,,,1,88
1724144,Hyde Park Hideaway,9087949,Greg,,78751,30.30281,-97.72988,Entire home/apt,114,2,56,2019-04-03,0.91,1,270
1724256,Bright cottage with great location!,9088497,James,,78704,30.2599,-97.75455,Entire home/apt,400,2,12,2019-03-13,0.19,1,338
1725159,Cool Art Meets South Austin,9093395,Cody,,78704,30.2416,-97.78091,Entire home/apt,186,31,0,,,1,362
1725964,Charming 3 Bedroom House Downtown,4435121,Forrest,,78702,30.25104,-97.72704,Entire home/apt,300,1,35,2016-02-16,0.57,1,0
1727257,Eastside Zenpalace Guest Suite,4912454,Ishrat,,78702,30.26565,-97.71691,Private room,95,7,48,2018-05-28,0.71,2,296
1731755,"Sunny, quiet eco-friendly bungalow",9123693,Joy,,78745,30.22035,-97.78377,Private room,100,3,10,2015-10-30,0.18,2,0
1732956,Private cottage near SXSW events,5110394,Erik & Kara,,78722,30.2894,-97.7228,Entire home/apt,375,2,39,2016-06-05,0.58,1,358
1733137,"Quaint, Sunny Austin Studio rental",9131066,Laura,,78704,30.25983,-97.76423,Entire home/apt,125,2,137,2019-04-28,2.01,2,154
1735020,1 private BR near Mueller Park / DT,1807862,Rachael,,78722,30.30159,-97.71253,Private room,55,1,128,2019-05-07,1.88,2,88
1735938,South Austin 1952 Home,9142238,Patryce,,78745,30.22068,-97.78164,Entire home/apt,389,1,45,2019-04-14,0.80,1,365
1736648,The Mandarin Suite on 4th Street,4929310,Ryan,,78701,30.26634,-97.7414,Entire home/apt,349,1,152,2019-04-08,2.24,25,333
1737139,2-Room Suite Near Barton Springs & ACL Fest,1628864,Michael & Luz,,78704,30.2586,-97.77378,Entire home/apt,75,1,164,2019-05-06,2.40,1,152
1737270,Private Studio attached to House in Cherrywood,8219026,Benjamin,,78722,30.28674,-97.70727,Entire home/apt,50,2,157,2019-04-15,3.42,3,227
1741604,Cielo Room: 2nd story apt. just east of downtown,9168485,Ginger,,78702,30.25749,-97.7277,Entire home/apt,75,2,463,2019-05-11,6.85,1,175
1743161,♥ of Downtown w/free parking! Sleeps 8 in 7 beds!♥,974631,Austin,,78701,30.26645,-97.74209,Entire home/apt,499,1,112,2019-04-15,1.73,11,72
1743366,♥ of Downtown w/free parking! Sleeps 4!!♥,974631,Austin,,78701,30.26607,-97.7425,Entire home/apt,299,1,103,2019-04-15,1.51,11,25
1746410,ECLECTIC NEW ORLEANS SHOTGUN HOUSE ALL BILLS PAID!,2200456,Tressa,,78741,30.2285,-97.69743,Entire home/apt,135,3,12,2018-08-19,0.19,8,287
1746745,SXSW VIEWS 4 BDR 2.5 BA SLEEPS 10,9192957,Anil,,78731,30.34776,-97.76921,Entire home/apt,600,4,1,2014-03-19,0.02,1,361
1746957,Cute 1Bed/1Bath N. Central Austin,9194023,Natalie,,78759,30.40297,-97.74154,Entire home/apt,400,1,0,,,1,365
1750312,Rm w/ Private Entrance-1 mile to dt,9208199,Sara,,78703,30.28313,-97.77479,Private room,400,20,3,2017-04-24,0.09,1,358
1751718,Zilker Bungalow next to Downtown!,9214695,Kirk,,78704,30.25472,-97.77501,Entire home/apt,119,2,49,2019-05-05,0.89,1,247
1755240,The Downtown Austin Luxury Standard,4929310,Ryan,,78701,30.26649,-97.74203,Entire home/apt,495,1,129,2019-04-15,1.91,25,295
1757346,Relaxing retreat in Hill Country,9240919,John And Vivien,,78736,30.26291,-97.93828,Private room,59,2,69,2019-03-24,1.10,2,274
1759475,Great Room & Location. Awesome Host,6658380,Erwin,,78757,30.33595,-97.73722,Private room,50,3,41,2019-03-17,1.04,2,172
1774151,Great for F1 or passing through!,9317438,Jessica And German,,78746,30.25882,-97.78708,Shared room,200,1,0,,,2,365
1776078,Gated Condo with Pool Right in Heart of Downtown Austin,1710742,Jaclyn,,78701,30.26613,-97.74099,Entire home/apt,145,3,189,2019-04-16,3.00,2,256
1777542,Spacious townhouse perfect for SXSW,8752986,Alex,,78741,30.23303,-97.73107,Private room,300,1,1,2014-03-14,0.02,1,365
1777600,North Austin Home near CP & RR,487072,Greg & Amanda,,78750,30.45876,-97.82094,Entire home/apt,159,30,78,2019-05-04,1.29,10,207
1792601,Hanny’s Place,9405106,Sarah,,78748,30.17061,-97.79314,Private room,36,1,17,2018-09-04,1.01,1,0
1793471,Modern home near downtown / SXSW,7637276,Steven,,78704,30.25258,-97.76034,Entire home/apt,492,1,67,2019-05-05,1.01,2,352
1795965,"Art Oasis in East Austin, Minutes to Downtown & UT",9419950,Wade,,78702,30.27665,-97.71594,Entire home/apt,155,2,75,2019-04-14,1.17,1,356
1802053,Artist's family house,8634478,Jennifer,,78702,30.2601,-97.73156,Entire home/apt,350,2,24,2018-08-06,0.38,1,0
1803353,Re-Imagined Historical Home with Backyard,9454445,Jordana,,78701,30.27491,-97.74899,Entire home/apt,712,3,10,2018-05-04,0.16,1,362
1805494,Modern Garage Apt - Walk to ACL!!!,9463145,Joi,,78704,30.25653,-97.76586,Entire home/apt,150,2,35,2019-05-05,0.57,2,176
